symbol,companyName,previousClose,trailingPE,dividendYield,marketCap
EQH,"Equitable Holdings, Inc.",49.54,13.563492,187.0,15781.932032
MXL,"MaxLinear, Inc",12.41,0,0.0,1073.154048
AGYS,"Agilysys, Inc.",71.45,99.13333,0.0,2079.123328
EAT,"Brinker International, Inc.",134.32,24.287458,0.0,6190.76608
PTEN,"Patterson-UTI Energy, Inc.",7.61,0,404.0,3056.345088
KMPR,Kemper Corporation,66.37,13.961305,187.0,4380.386304
DBP,Invesco DB Precious Metals Fund,68.85,7.46917,394.0,219.942912
CAKE,The Cheesecake Factory Incorpor,44.87,14.434375,234.0,2385.39008
ASTE,"Astec Industries, Inc.",35.68,192.89474,142.0,835.766656
ACHC,"Acadia Healthcare Company, Inc.",28.17,10.266188,0.0,2651.737088
ALRM,"Alarm.com Holdings, Inc.",58.02,25.541487,0.0,2903.847168
HIMS,"Hims & Hers Health, Inc.",31.54,62.528305,0.0,7362.580992
OLLI,Ollie's Bargain Outlet Holdings,101.24,30.502977,0.0,6280.269312
HFWA,Heritage Financial Corporation,23.24,19.169355,404.0,807.961344
HRB,"H&R Block, Inc.",49.96,14.10955,299.0,6723.235328
SBH,"Sally Beauty Holdings, Inc. (Na",8.97,5.493976,0.0,929.82048
UPBD,"Upbound Group, Inc.",23.59,11.113122,635.0,1410.323584
XLE,SPDR Select Sector Fund - Energ,87.18,15.592755,316.0,16733.418496
CVBF,CVB Financial Corporation,18.42,13.041667,426.0,2622.02624
LESL,"Leslie's, Inc.",0.79,0,0.0,152.71968
PYPL,"PayPal Holdings, Inc.",66.91,17.2807,0.0,68208.2304
BANR,Banner Corporation,62.19,13.116803,300.0,2205.771776
SNV,Synovus Financial Corp.,44.18,15.075908,342.0,6439.463424
TWI,"Titan International, Inc. (DE)",7.89,0,0.0,519.48512
WTW,Willis Towers Watson Public Lim,319.1,0,112.99999999999999,32361.213952
SBUX,Starbucks Corporation,96.04,31.648388,249.00000000000003,111446.089728
ADMA,ADMA Biologics Inc,17.91,22.753086,0.0,4360.925184
GBTC,Grayscale Bitcoin Trust (BTC),63.38,0,0.0,46354.169856
GDX,VanEck Gold Miners ETF,43.21,20.355343,101.0,0.0
NX,Quanex Building Products Corpor,19.13,50.589745,162.0,931.853824
WTFC,Wintrust Financial Corporation,107.76,10.751697,180.0,7394.559488
RJF,"Raymond James Financial, Inc.",139.81,13.905273,140.0,29177.135104
IIIN,"Insteel Industries, Inc.",26.19,27.30303,44.0,525.20912
TER,"Teradyne, Inc.",85.33,26.126507,55.00000000000001,14027.506688
FBIN,"Fortune Brands Innovations, Inc",60.06,16.565332,156.0,7614.482944
MGEE,MGE Energy Inc.,91.77,27.993996,193.0,3403.210496
FSLR,"First Solar, Inc.",132.81,11.024126,0.0,14186.784768
APD,"Air Products and Chemicals, Inc",292.85,16.893518,245.00000000000003,64945.197056
WRB,W.R. Berkley Corporation,61.87,14.502293,51.0,23978.459136
SFBS,"ServisFirst Bancshares, Inc.",80.8,20.045673,161.0,4551.59296
OPCH,"Option Care Health, Inc.",32.24,26.552845,0.0,5399.220736
AN,"AutoNation, Inc.",156.67,9.468677,0.0,6287.76192
BL,"BlackLine, Inc.",47.46,34.406895,0.0,3133.805312
KAI,Kadant Inc,337.81,37.179325,39.0,4143.131904
HLT,Hilton Worldwide Holdings Inc.,221.78,37.295933,26.0,55185.731584
CL,Colgate-Palmolive Company,90.52,25.589743,223.0,72892.162048
VCSH,Vanguard Short-Term Corporate B,78.52,0,398.0,0.0
BHE,"Benchmark Electronics, Inc.",38.21,22.848837,173.0,1415.452416
ROAD,"Construction Partners, Inc.",68.93,67.528305,0.0,4004.858112
HTLD,"Heartland Express, Inc.",9.2,0,85.0,741.51008
PRDO,Perdoceo Education Corporation,24.21,11.232877,211.0,1621.49184
WSR,Whitestone REIT,14.3,20.111109,373.0,743.40608
FANG,"Diamondback Energy, Inc.",145.8,9.671603,413.0,43474.034688
OGE,OGE Energy Corp,44.39,20.575342,374.0,9063.774208
VZ,Verizon Communications Inc.,43.71,10.524155,622.0,183416.635392
ANET,"Arista Networks, Inc.",80.14,37.448433,0.0,105316.130816
FMC,FMC Corporation,40.38,12.987538,556.0,5207.24736
NHC,National HealthCare Corporation,92.9,14.336906,261.0,1445.988992
AKR,Acadia Realty Trust,20.99,112.26316,375.0,2752.78592
SCL,Stepan Company,56.84,26.222727,267.0,1298.261504
BLFS,"BioLife Solutions, Inc.",25.06,0,0.0,1172.669952
NXRT,"NexPoint Residential Trust, Inc",38.18,966.0,528.0,1990.73664
VTOL,"Bristow Group, Inc.",31.02,9.778816,0.0,898.758464
GLD,SPDR Gold Trust,275.13,0,0.0,71644.971008
CAL,"Caleres, Inc.",15.27,3.4454346,181.0,520.242176
SLB,Schlumberger N.V.,39.93,13.215434,277.0,55890.243584
XLV,SPDR Select Sector Fund - Healt,143.83,29.248234,154.0,28611.356672
MTDR,Matador Resources Company,46.93,6.8095236,257.0,6087.564288
NAVI,Navient Corporation,13.02,11.415255,475.0,1377.657728
THRY,"Thryv Holdings, Inc.",15.17,0,0.0,664.445248
CYTK,"Cytokinetics, Incorporated",44.4,0,0.0,5252.711936
SHO,"Sunstone Hotel Investors, Inc. ",9.52,69.78572,368.0,1963.95584
ADC,Agree Realty Corporation,75.6,43.19101,395.0,8271.980032
DVAX,Dynavax Technologies Corporatio,13.69,69.35,0.0,1720.864768
CZR,"Caesars Entertainment, Inc.",26.63,0,0.0,5951.204864
BSX,Boston Scientific Corporation,95.37,77.728004,0.0,143386.78784
VAL,Valaris Limited,36.31,7.484375,0.0,2721.957888
CG,The Carlyle Group Inc.,40.5,15.292419,330.0,15300.559872
NOVT,Novanta Inc.,134.47,76.87571,0.0,4893.158912
MRTN,"Marten Transport, Ltd.",13.59,41.30303,176.0,1110.353024
KRYS,"Krystal Biotech, Inc.",177.37,59.793335,0.0,5167.238144
SCI,Service Corporation Internation,78.29,22.252125,163.0,11327.852544
UNH,UnitedHealth Group Incorporated,481.52,31.54616,172.0,446974.001152
MAR,Marriott International,237.29,29.14988,104.0,67024.211968
NXPI,NXP Semiconductors N.V.,201.02,21.18808,197.0,52286.30016
CHEF,"The Chefs' Warehouse, Inc.",52.11,39.74242,0.0,2112.454016
AMGN,Amgen Inc.,312.64,41.496033,303.0,168526.577664
LNW,"Light & Wonder, Inc.",101.52,28.171194,0.0,8756.621312
LAMR,Lamar Advertising Company,109.1,31.6875,556.0,11421.361152
ICUI,"ICU Medical, Inc.",140.19,0,0.0,3517.25056
NSA,National Storage Affiliates Tru,36.07,31.084747,622.0,5626.418688
EW,Edwards Lifesciences Corporatio,67.95,29.611113,0.0,40735.592448
CPB,The Campbell's Company,38.47,22.208092,405.99999999999994,11456.152576
UBER,"Uber Technologies, Inc.",69.51,15.69079,0.0,149468.676096
BIO,"Bio-Rad Laboratories, Inc.",245.01,0,0.0,7185.08288
SITC,SITE Centers Corp.,12.66,1.3202072,1632.9999999999998,669.755776
MRCY,Mercury Systems Inc,45.08,0,0.0,2776.369408
MTCH,"Match Group, Inc.",30.08,15.316833,246.0,7748.273152
NVR,"NVR, Inc.",7130.75,14.285632,0.0,20868.34176
COHR,Coherent Corp.,62.4,0,0.0,9964.379136
CB,Chubb Limited,287.64,12.955486,124.0,117790.941184
NJR,NewJersey Resources Corporation,48.06,14.822289,366.0,4935.22176
UNIT,Uniti Group Inc.,4.75,13.026316,1011.9999999999999,1208.933504
DOV,Dover Corporation,177.09,17.952427,113.99999999999999,24856.9344
FNB,F.N.B. Corporation,13.11,10.598425,357.0,4841.804288
SJM,The J.M. Smucker Company,111.76,0,387.0,11871.880192
CHRD,Chord Energy Corporation,103.32,6.6298375,772.0,6330.116096
CPT,Camden Property Trust,116.75,78.72666,356.0,12606.934016
UAA,"Under Armour, Inc.",7.05,0,0.0,2780.88832
MTB,M&T Bank Corporation,170.47,11.993852,308.0,28847.679488
PPL,PPL Corporation,34.15,29.074999,312.0,25759.0784
OSIS,"OSI Systems, Inc.",175.31,23.71107,0.0,3095.019008
EQIX,"Equinix, Inc.",833.95,99.01655,224.00000000000003,81533.067264
ACA,"Arcosa, Inc.",78.76,42.246075,25.0,3935.735552
VXUS,Vanguard Total International St,62.43,16.304632,320.0,0.0
AVNS,"Avanos Medical, Inc.",14.47,0,0.0,665.206272
MLM,"Martin Marietta Materials, Inc.",465.06,14.727021,66.0,29112.08448
GSHD,"Goosehead Insurance, Inc.",111.6,97.5,0.0,4218.991872
CTRE,"CareTrust REIT, Inc.",27.7,35.524998,408.0,5333.353984
IRM,Iron Mountain Incorporated (Del,85.1,142.0,363.0,25443.846144
LEA,Lear Corporation,93.5,10.558528,325.0,5079.997952
KAR,"OPENLANE, Inc.",20.16,45.97778,0.0,2211.988736
IWM,iShares Russell 2000 ETF,198.1,16.199247,118.0,57022.230528
DE,Deere & Company,467.09,21.13767,136.0,129600.192512
EXE,Expand Energy Corporation,101.18,0,224.00000000000003,23875.018752
BJ,"BJ's Wholesale Club Holdings, I",108.03,27.2675,0.0,14407.492608
JKHY,"Jack Henry & Associates, Inc.",175.32,31.624102,132.0,12817.601536
ESE,ESCO Technologies Inc.,156.85,37.776993,20.0,4152.959488
TPH,"Tri Pointe Homes, Inc.",31.15,6.530021,0.0,2893.202176
MU,"Micron Technology, Inc.",94.88,28.879656,46.0,112297.197568
AXP,American Express Company,256.43,18.973572,123.0,186235.86304
SKY,"Champion Homes, Inc.",92.05,33.374557,0.0,5409.718272
SEE,Sealed Air Corporation,29.36,16.233696,268.0,4353.911296
CON,Concentra Group Holdings Parent,20.64,14.239726,120.0,2663.739648
KHC,The Kraft Heinz Company,30.19,13.376106,529.0,36124.545024
TDY,Teledyne Technologies Incorpora,481.0,28.572674,0.0,23018.387456
XYL,Xylem Inc.,121.0,33.632877,130.0,29836.326912
ROP,"Roper Technologies, Inc.",562.88,39.671776,57.99999999999999,61133.205504
IART,Integra LifeSciences Holdings C,22.27,0,0.0,1725.842304
HAIN,"The Hain Celestial Group, Inc.",4.34,0,0.0,344.291904
AON,Aon plc,394.2,31.954329,68.0,86139.035648
SMCI,"Super Micro Computer, Inc.",39.08,18.334782,0.0,25027.094528
MSFT,Microsoft Corporation,378.77,31.335485,85.0,2888547.172352
SXI,Standex International Corporati,172.42,38.587337,72.0,2102.751104
ARM,Arm Holdings plc,112.05,157.25334,0.0,124308.758528
ELS,"Equity Lifestyle Properties, In",66.03,34.209183,307.0,13426.562048
HIW,"Highwoods Properties, Inc.",27.69,29.989363,709.0,3094.557184
PBH,Prestige Consumer Healthcare In,82.83,19.64554,0.0,4145.818624
AMZN,"Amazon.com, Inc.",193.89,35.860508,0.0,2097814.56896
NFLX,"Netflix, Inc.",890.17,46.293495,0.0,392680.931328
IWF,iShares Russell 1000 Growth ETF,360.07,31.881212,47.0,104557.44512
DAR,Darling Ingredients Inc.,28.51,17.057804,0.0,4688.342016
TIP,iShares TIPS Bond ETF,109.68,12.294382,244.0,19443.933184
NEOG,Neogen Corporation,9.22,0,0.0,1963.343232
ADNT,Adient plc,13.48,0,0.0,1194.362368
CHD,"Church & Dwight Company, Inc.",109.76,46.033756,108.0,26835.326976
ADSK,"Autodesk, Inc.",246.93,49.790604,0.0,54193.590272
INSP,"Inspire Medical Systems, Inc.",158.84,92.66286,0.0,4811.18976
ALEX,"Alexander & Baldwin, Inc.",17.385,19.852272,515.0,1270.26816
CRSR,"Corsair Gaming, Inc.",9.97,0,0.0,1103.074688
ENS,EnerSys,93.74,11.851115,101.0,3766.210304
ST,Sensata Technologies Holding pl,26.46,31.97647,177.0,4064.823296
BXMT,"Blackstone Mortgage Trust, Inc.",20.09,0,911.9999999999999,3536.573184
AGG,iShares Core U.S. Aggregate Bon,98.48,125.35715,369.0,56275.12832
CTSH,Cognizant Technology Solutions ,78.34,17.543238,157.0,39134.019584
BFS,"Saul Centers, Inc.",35.74,22.165646,653.0,1236.104832
RUSHA,"Rush Enterprises, Inc.",52.01,14.408602,134.0,4256.7296
GEF,Greif Inc.,54.82,15.4337015,387.0,2714.72896
PALL,abrdn Physical Palladium Shares,87.87,0,0.0,0.0
ZION,Zions Bancorporation N.A.,47.0,9.824243,354.0,7191.988224
THG,Hanover Insurance Group Inc,165.49,14.489308,213.0,6085.247488
JBGS,JBG SMITH Properties,14.23,0,478.0,1236.265984
AGCO,AGCO Corporation,92.18,0,124.0,6998.774784
PSX,Phillips 66,122.5,25.396795,363.0,51667.566592
GDOT,Green Dot Corporation,6.64,0,0.0,419.737856
ALLE,Allegion plc,124.48,18.59912,161.0,10929.542144
ETR,Entergy Corporation,82.84,34.689793,282.0,36580.798464
MRNA,"Moderna, Inc.",34.3,0,0.0,13384.88832
PCG,Pacific Gas & Electric Co.,16.4,14.591305,60.0,36808.27392
JJSF,J & J Snack Foods Corp.,134.54,30.868662,233.0,2611.11552
QLYS,"Qualys, Inc.",121.57,27.180645,0.0,4610.41664
LRCX,Lam Research Corporation,75.26,23.917934,117.0,101011.21024
LTC,"LTC Properties, Inc.",35.29,17.62745,634.0,1634.403584
MHO,"M/I Homes, Inc.",114.83,5.9502535,0.0,3178.3616
XLI,SPDR Select Sector Fund - Indus,128.78,23.960476,139.0,17915.768832
PGNY,"Progyny, Inc.",19.84,35.7193,0.0,1739.014784
STRA,"Strategic Education, Inc.",79.14,17.109207,300.0,1969.870592
CLH,"Clean Harbors, Inc.",189.6,25.962315,0.0,10388.97664
VIAV,Viavi Solutions Inc.,10.79,0,0.0,2430.17856
CBRE,CBRE Group Inc,121.79,39.99363,0.0,37678.645248
CVX,Chevron Corporation,153.61,16.154322,436.00000000000006,276449.427456
FIZZ,National Beverage Corp.,40.58,20.160803,0.0,3756.04224
BOX,"Box, Inc.",30.33,22.970589,0.0,4491.968
CNXC,Concentrix Corporation,43.32,12.134771,296.0,2896.48768
ATR,"AptarGroup, Inc.",144.76,26.520796,123.0,9752.201216
NTAP,"NetApp, Inc.",90.06,17.033333,225.99999999999997,18982.555648
EXR,Extra Space Storage Inc,142.88,35.97767,447.0,32093.827072
FR,"First Industrial Realty Trust, ",54.3,25.382488,323.0,7492.808704
EXPE,"Expedia Group, Inc.",157.11,18.11285,99.0,20889.008128
DBB,Invesco DB Base Metals Fund,19.95,3.5248227,471.0,210.727984
BWX,SPDR Bloomberg International Tr,21.91,0,197.0,0.0
DD,"DuPont de Nemours, Inc.",74.91,43.55367,213.0,32227.395584
GDYN,"Grid Dynamics Holdings, Inc.",16.36,336.4,0.0,1410.16192
REGN,"Regeneron Pharmaceuticals, Inc.",680.61,17.38905,53.0,72905.56416
INCY,Incyte Corporation,67.71,452.4,0.0,13132.53888
CROX,"Crocs, Inc.",100.0,6.209068,0.0,5527.141376
MCRI,"Monarch Casino & Resort, Inc.",83.7,22.139324,141.0,1569.48736
SNPS,"Synopsys, Inc.",428.58,53.76265,0.0,68996.087808
CNR,"Core Natural Resources, Inc.",72.52,7.727368,54.0,4011.280384
CABO,"Cable One, Inc.",236.35,87.78294,521.0,1274.523008
WLK,Westlake Corporation,105.72,23.070967,196.0,13756.514304
YOU,"Clear Secure, Inc.",24.92,15.71795,204.0,3356.077056
PMT,PennyMac Mortgage Investment Tr,14.26,10.591241,1103.0,1260.353152
NVST,Envista Holdings Corporation,16.25,0,0.0,2866.930176
TKO,"TKO Group Holdings, Inc.",140.47,13962.0,109.00000000000001,11386.541056
AMPH,"Amphastar Pharmaceuticals, Inc.",26.24,8.712419,0.0,1270.351616
BA,Boeing Company (The),159.32,0,0.0,121746.972672
TOL,"Toll Brothers, Inc.",103.02,7.2288074,95.0,10429.94688
MTUS,Metallus Inc.,13.35,468.33334,0.0,591.617408
CURB,Curbline Properties Corp.,23.08,259.55554,274.0,2453.82784
MCW,"Mister Car Wash, Inc.",7.79,37.761906,0.0,2569.748224
ACGL,Arch Capital Group Ltd.,90.41,8.272565,0.0,34746.79808
ATO,Atmos Energy Corporation,147.03,21.474213,231.99999999999997,23791.73888
CALM,"Cal-Maine Foods, Inc.",80.87,6.4564543,516.0,4072.28928
CPK,Chesapeake Utilities Corporatio,125.03,24.19962,200.99999999999997,2925.42976
DXCM,"DexCom, Inc.",68.48,49.781693,0.0,27623.673856
CNS,Cohen & Steers Inc,75.52,26.161615,319.0,3960.35328
KEY,KeyCorp,15.15,0,523.0,17328.2816
USNA,"USANA Health Sciences, Inc.",30.37,13.305936,0.0,550.87712
EXPI,"eXp World Holdings, Inc.",9.38,0,206.0,1472.976896
TGI,"Triumph Group, Inc.",25.34,133.89474,0.0,1969.257088
CF,"CF Industries Holdings, Inc.",76.82,11.369436,261.0,12991.619072
SEDG,"SolarEdge Technologies, Inc.",15.06,0,0.0,947.573952
PPBI,Pacific Premier Bancorp Inc,21.6,13.551516,591.0,2156.349184
VLY,Valley National Bancorp,8.45,12.753624,501.0,4930.428416
HALO,"Halozyme Therapeutics, Inc.",61.06,18.154518,0.0,7668.737536
GPC,Genuine Parts Company,119.43,18.85626,338.0,16931.403776
X,United States Steel Corporation,37.52,24.840763,51.0,8783.4624
DUK,Duke Energy Corporation (Holdin,118.21,21.036777,348.0,93335.887872
PI,"Impinj, Inc.",89.42,64.992805,0.0,2578.131968
PHIN,PHINIA Inc.,40.7,24.363638,252.0,1750.087168
A,"Agilent Technologies, Inc.",117.33,27.793577,82.0,34548.781056
MPW,"Medical Properties Trust, Inc.",5.82,0,545.0,3525.52192
PHM,"PulteGroup, Inc.",101.09,7.0074883,85.0,20751.159296
BBY,"Best Buy Co., Inc.",70.3,16.70327,532.0,15284.2752
SBAC,SBA Communications Corporation,214.56,31.445244,202.99999999999997,23484.821504
CPER,United States Copper Index Fund,30.78,3.5262792,0.0,0.0
KLIC,"Kulicke and Soffa Industries, I",35.59,334.00003,223.0,1961.298816
UPS,"United Parcel Service, Inc.",115.23,17.297777,562.0,99733.127168
BG,Bunge Limited,73.59,9.246558,368.0,9897.555968
SATS,EchoStar Corporation,26.39,0,0.0,7487.620096
SF,Stifel Financial Corporation,93.04,15.256,193.0,9893.039104
HRMY,"Harmony Biosciences Holdings, I",32.72,13.035857,0.0,1876.34816
WSFS,WSFS Financial Corporation,50.62,11.791384,114.99999999999999,3044.995072
BYD,Boyd Gaming Corporation,65.99,11.06462,105.0,5735.790592
XLC,The Communication Services Sele,94.84,18.98652,94.0,0.0
AXTA,Axalta Coating Systems Ltd.,33.44,19.337078,0.0,7508.482048
NEO,"NeoGenomics, Inc.",9.52,0,0.0,1262.12928
MBC,"MasterBrand, Inc.",13.0,13.947917,0.0,1709.220096
CDW,CDW Corporation,163.5,20.979898,150.0,22126.163968
ETD,Ethan Allen Interiors Inc.,26.34,11.271966,579.0,685.084224
IRDM,Iridium Communications Inc,26.87,29.351065,202.99999999999997,3002.867968
VICR,Vicor Corporation,51.0,383.2857,0.0,2424.493056
JHG,Janus Henderson Group plc,36.36,14.671876,415.00000000000006,5917.878784
FIX,"Comfort Systems USA, Inc.",327.25,23.365068,47.0,12128.229376
SMPL,The Simply Good Foods Company,34.27,24.48936,0.0,3488.63488
WAB,Westinghouse Air Brake Technolo,176.25,29.584438,56.00000000000001,30528.82944
AAPL,Apple Inc.,209.68,33.887302,47.0,3207068.38528
TRIP,"TripAdvisor, Inc.",13.68,346.0,0.0,1942.886912
VMC,Vulcan Materials Company (Holdi,225.04,33.427746,85.0,30559.686656
SITM,SiTime Corporation,158.42,0,0.0,3941.540608
LLY,Eli Lilly and Company,801.65,69.46883,74.0,730643.300352
OZK,Bank OZK,42.94,7.197068,380.0,5020.160512
ITGR,Integer Holdings Corporation,118.4,34.673527,0.0,3963.1552
EMN,Eastman Chemical Company,89.71,11.874837,365.0,10489.501696
AWI,Armstrong World Industries Inc,136.0,23.295683,88.0,6095.433728
PEB,Pebblebrook Hotel Trust,10.47,0,37.0,1282.009728
ISRG,"Intuitive Surgical, Inc.",476.78,75.2236,0.0,172778.913792
FHB,"First Hawaiian, Inc.",24.15,13.776537,422.0,3111.993344
CACI,"CACI International, Inc.",367.59,17.510788,0.0,8369.946112
PNFP,"Pinnacle Financial Partners, In",100.03,17.251678,93.0,7954.844672
V,Visa Inc.,328.55,33.44758,71.0,640045.481984
VRSN,"VeriSign, Inc.",233.56,29.756554,0.0,22547.910656
ASGN,ASGN Incorporated,67.03,17.767626,0.0,2998.167552
GHC,Graham Holdings Company,899.89,5.710919,77.0,4049.41824
ASH,Ashland Inc.,55.95,0,284.0,2692.256256
RUN,Sunrun Inc.,6.21,0,0.0,1470.365056
CINF,Cincinnati Financial Corporatio,141.99,10.013085,239.0,22757.023744
HOPE,"Hope Bancorp, Inc.",10.26,12.792683,533.0,1266.85632
JBLU,JetBlue Airways Corporation,5.5,0,0.0,1976.805504
REX,REX American Resources Corporat,35.87,9.455498,0.0,634.527232
HWKN,"Hawkins, Inc.",103.08,27.621483,67.0,2260.332032
DOW,Dow Inc.,36.23,23.547771,757.0,26092.095488
REZI,"Resideo Technologies, Inc.",16.92,28.590164,0.0,2578.992384
ENR,"Energizer Holdings, Inc.",29.65,37.92405,401.0,2162.869504
NMIH,NMI Holdings Inc,34.67,7.990971,0.0,2777.204224
DGX,Quest Diagnostics Incorporated,168.82,22.127438,188.0,18884.016128
CE,Celanese Corporation,53.09,0,21.0,6237.390336
SWKS,"Skyworks Solutions, Inc.",67.19,21.353848,403.0,11155.42528
DLX,Deluxe Corporation,15.62,13.42373,758.0,708.323648
KMX,CarMax Inc,69.25,23.77551,0.0,10750.620672
KFY,Korn Ferry,66.46,14.515086,236.0,3478.35136
WTRG,"Essential Utilities, Inc.",39.14,18.202765,330.0,10859.45856
TLT,iShares 20+ Year Treasury Bond ,90.65,0,405.99999999999994,9891.648512
GLW,Corning Incorporated,45.6,80.60345,240.0,40044.363776
XPEL,"XPEL, Inc.",30.67,19.666668,0.0,897.31392
HOMB,"Home BancShares, Inc.",27.89,14.119403,275.0,5634.87744
CASH,"Pathward Financial, Inc.",69.935,10.49635,28.000000000000004,1714.49152
PAYO,Payoneer Global Inc.,7.1,23.225805,0.0,2590.948864
AMWD,American Woodmark Corporation,57.97,9.108025,0.0,875.544
FOUR,"Shift4 Payments, Inc.",84.27,27.887789,0.0,7528.7808
FXF,Invesco CurrencyShares Swiss Fr,100.56,0,1.0,0.0
SRPT,"Sarepta Therapeutics, Inc.",98.37,41.53419,0.0,9430.549504
SBRA,"Sabra Health Care REIT, Inc.",16.86,32.037033,694.0,4115.860224
PWR,"Quanta Services, Inc.",250.29,43.32392,15.0,38651.518976
GBCI,"Glacier Bancorp, Inc.",44.04,26.755953,294.0,5101.5552
TRV,"The Travelers Companies, Inc.",255.94,12.152307,161.0,59155.345408
TR,"Tootsie Roll Industries, Inc.",31.34,26.898306,112.99999999999999,2123.332992
TRGP,"Targa Resources, Inc.",182.86,33.095654,158.0,41505.763328
CC,Chemours Company (The),13.7,25.263157,694.0,2151.950336
CADE,Cadence Bank,29.085,47.380955,369.0,5461.594624
MYRG,"MYR Group, Inc.",111.66,64.04918,0.0,1891.5936
COLB,"Columbia Banking System, Inc.",23.94,9.713726,581.0,5193.005568
IBKR,"Interactive Brokers Group, Inc.",161.03,24.293352,59.0,71047.487488
O,Realty Income Corporation,55.86,57.846935,568.0,50540.044288
WOLF,"Wolfspeed, Inc.",5.11,0,0.0,910.090368
LYV,"Live Nation Entertainment, Inc.",115.79,43.525547,0.0,27562.534912
MSTR,MicroStrategy Incorporated,263.26,0,0.0,77472.047104
FCN,"FTI Consulting, Inc.",161.63,20.832266,0.0,5844.590592
SLG,SL Green Realty Corp,55.58,709.375,544.0,4285.453568
STT,State Street Corporation,84.47,10.57369,350.0,25041.99168
GAP,"Gap, Inc. (The)",20.76,9.15,328.0,7591.465472
TTC,Toro Company (The),71.86,18.705881,208.0,7300.841984
BANC,"Banc of California, Inc.",13.32,26.846155,287.0,2353.977088
VIR,"Vir Biotechnology, Inc.",7.0,0,0.0,980.572544
KEYS,Keysight Technologies Inc.,148.16,43.43714,0.0,26272.456704
USFD,US Foods Holding Corp.,63.68,32.42079,0.0,15087.520768
MRP,"Millrose Properties, Inc.",21.37,8.837399,0.0,3608.839936
ORCL,Oracle Corporation,147.66,35.122353,134.0,418587.410432
MMC,"Marsh & McLennan Companies, Inc",229.94,28.339045,141.0,113711.562752
WWW,"Wolverine World Wide, Inc.",13.28,23.034483,299.0,1073.764608
CWT,California Water Service Group,47.03,14.615385,252.99999999999997,2825.699072
PRGS,Progress Software Corporation,53.69,35.863636,127.0,2395.308544
BURL,"Burlington Stores, Inc.",228.41,29.335045,0.0,14506.678272
JBHT,"J.B. Hunt Transport Services, I",149.43,26.798561,118.0,14901.19168
SXT,Sensient Technologies Corporati,72.6,24.931973,224.00000000000003,3110.676224
RTX,RTX Corporation,129.2,36.616905,194.0,173548.355584
IEX,IDEX Corporation,178.23,27.468374,151.0,13822.24384
DRI,"Darden Restaurants, Inc.",181.13,21.280321,301.0,21788.17024
ESS,"Essex Property Trust, Inc.",288.62,25.586298,348.0,20352.59392
WSM,"Williams-Sonoma, Inc.",165.07,19.799055,136.0,20619.249664
EXEL,"Exelixis, Inc.",36.8,20.823864,0.0,10257.6384
KTB,"Kontoor Brands, Inc.",59.51,14.302752,334.0,3450.129408
HELE,Helen of Troy Limited,50.75,10.638946,0.0,1198.78144
GD,General Dynamics Corporation,261.16,19.224504,229.0,70840.07424
XNCR,"Xencor, Inc.",12.87,0,0.0,899.093888
CPF,Central Pacific Financial Corp ,26.39,13.761421,398.0,735.109376
ATI,ATI Inc.,50.0,20.188236,0.0,7318.757376
GPN,Global Payments Inc.,91.93,15.298701,106.0,23171.354624
VOYA,"Voya Financial, Inc.",65.1,10.831443,269.0,6384.02304
SPSM,SPDR Portfolio S&P 600 Small Ca,40.03,15.932869,190.0,0.0
ACAD,ACADIA Pharmaceuticals Inc.,16.78,12.867647,0.0,2918.807296
CTS,CTS Corporation,41.45,22.460318,38.0,1275.253248
AVB,"AvalonBay Communities, Inc.",207.86,27.54665,334.0,29820.91776
EXPD,Expeditors International of Was,116.49,20.13112,127.0,15894.38464
OTIS,Otis Worldwide Corporation,99.61,24.722359,155.0,39897.74336
SGI,Somnigroup International Inc.,54.94,25.606482,108.0,11533.462528
CERT,"Certara, Inc.",10.43,0,0.0,1758.316544
DFS,Discover Financial Services,159.23,9.269752,170.0,41328.635904
HNI,HNI Corporation,43.17,15.128471,303.0,2043.2544
VVV,Valvoline Inc.,34.82,16.866667,0.0,4501.881856
AIZ,"Assurant, Inc.",204.04,14.595715,152.0,10727.248896
UNF,Unifirst Corporation,202.56,26.18566,68.0,3796.850688
ONTO,Onto Innovation Inc.,134.67,34.1601,0.0,6833.29792
IPGP,IPG Photonics Corporation,59.51,0,0.0,2648.65024
DLB,Dolby Laboratories,80.0,30.344444,161.0,7896.176128
TNC,Tennant Company,82.53,19.285387,140.0,1589.395968
PGR,Progressive Corporation (The),279.4,19.687023,173.0,166301.351936
LITE,Lumentum Holdings Inc.,60.29,0,0.0,4401.811968
LIVN,LivaNova PLC,38.56,33.827587,0.0,2132.764672
PLMR,"Palomar Holdings, Inc.",127.39,29.412947,0.0,3515.30752
IRT,"Independence Realty Trust, Inc.",20.57,123.41176,305.0,4969.238528
CFFN,"Capitol Federal Financial, Inc.",5.56,14.589745,598.0,740.62176
SYK,Stryker Corporation,363.66,47.619843,91.0,141004.898304
ZWS,Zurn Elkay Water Solutions Corp,32.38,36.450546,109.00000000000001,5598.92992
WEN,Wendy's Company (The),15.25,16.157896,651.0,3077.444608
HZO,"MarineMax, Inc.  (FL)",22.76,9.567226,0.0,517.045216
OMI,"Owens & Minor, Inc.",9.25,0,0.0,725.352128
PLNT,"Planet Fitness, Inc.",93.25,47.755,0.0,8087.023104
PRGO,Perrigo Company plc,26.84,0,426.0,3719.872512
